tipo_cruzamento,cidade,radar_leman_endereco,radar_leman_surface_m2,radar_leman_surface_terrain_m2,radar_leman_nb_pieces,radar_leman_link,concorrencia_agencia,concorrencia_url,concorrencia_superficie_m2,concorrencia_superficie_terreno_m2,concorrencia_num_divisoes,diferenca_habitavel_pct,diferenca_terreno_pct,bate_por,divisoes_compativeis
casa,Évian-les-Bains,"4 Avenue De Grande - Rive - Rd 1005, 74500 Évian-les-Bains",100.0,1057.0,6.0,"https://www.google.com/maps/search/?api=1&query=46.402947,6.612113",Agence Barnoud Évian,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/2-evian-les-bains/1-maison/t5/7576-chalet-en-bois-avec-pleine-vue-lac-leman/,101.74,,,1.71,,habitavel,
casa,Thonon-les-Bains,"14 Rue Fernand David, 74200 Thonon-les-Bains",118.0,560.0,5.0,"https://www.google.com/maps/search/?api=1&query=46.367308,6.474953",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/1-maison/t6/11010-le-confort-d-une-maison-contemporaine-aux-portes-du-lac-leman/,117.79,,,0.18,,habitavel,
casa,Thonon-les-Bains,"5 Impasse du Pont, 74200 Thonon-les-Bains",98.0,524.0,5.0,"https://www.google.com/maps/search/?api=1&query=46.385848,6.497626",Leman Property Thonon,https://www.leman-property.com/vente/maison/thonon-les-bains/thonon-les-bains-pieds-dans-leau-ponton-prive-et-bouee-a-bateau/,100.0,,,2.0,,habitavel,
casa,Thonon-les-Bains,"9 Impasse du Crêt des Fleurs, 74200 Thonon-les-Bains",90.0,498.0,5.0,"https://www.google.com/maps/search/?api=1&query=46.363317,6.488234",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/maison-5-pieces-52577830,88.0,,5.0,2.22,,habitavel,True
casa,Thonon-les-Bains,"23 Route de la Visitation, 74200 Thonon-les-Bains",110.0,512.0,5.0,"https://www.google.com/maps/search/?api=1&query=46.352744,6.446775",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/maison-5-pieces-52196942,109.0,746.0,5.0,0.91,31.37,habitavel,True
casa,Thonon-les-Bains,"9 Impasse du Pont, 74200 Thonon-les-Bains",98.0,403.0,5.0,"https://www.google.com/maps/search/?api=1&query=46.386014,6.498056",Leman Property Thonon,https://www.leman-property.com/vente/maison/thonon-les-bains/thonon-les-bains-pieds-dans-leau-ponton-prive-et-bouee-a-bateau/,100.0,,,2.0,,habitavel,
casa,Thonon-les-Bains,"9 Rue Fernand David, 74200 Thonon-les-Bains",118.0,555.0,5.0,"https://www.google.com/maps/search/?api=1&query=46.367261,6.474752",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/1-maison/t6/11010-le-confort-d-une-maison-contemporaine-aux-portes-du-lac-leman/,117.79,,,0.18,,habitavel,
casa,Thonon-les-Bains,"2 Impasse du Pont, 74200 Thonon-les-Bains",98.0,494.0,5.0,"https://www.google.com/maps/search/?api=1&query=46.386033,6.497904",Leman Property Thonon,https://www.leman-property.com/vente/maison/thonon-les-bains/thonon-les-bains-pieds-dans-leau-ponton-prive-et-bouee-a-bateau/,100.0,,,2.0,,habitavel,
casa,Thonon-les-Bains,"8 Chemin de la Combaz Coinchât, 74200 Thonon-les-Bains",68.0,2240.0,4.0,"https://www.google.com/maps/search/?api=1&query=46.375811,6.490706",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/maison-4-pieces-52556087,67.0,132.0,4.0,1.47,94.11,habitavel,True
casa,Évian-les-Bains,"38 Route De La Corniche - Rd 21, 74500 Évian-les-Bains",103.0,3309.0,5.0,"https://www.google.com/maps/search/?api=1&query=46.386823,6.584073",Agence Barnoud Évian,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/2-evian-les-bains/1-maison/t5/7576-chalet-en-bois-avec-pleine-vue-lac-leman/,101.74,,,1.22,,habitavel,
casa,Thonon-les-Bains,"21 Avenue du Clos Rouge, 74200 Thonon-les-Bains",119.0,1370.0,4.0,"https://www.google.com/maps/search/?api=1&query=46.371572,6.495014",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/1-maison/t6/11010-le-confort-d-une-maison-contemporaine-aux-portes-du-lac-leman/,117.79,,,1.02,,habitavel,
casa,Thonon-les-Bains,"19 Avenue du Clos Rouge, 74200 Thonon-les-Bains",119.0,1890.0,4.0,"https://www.google.com/maps/search/?api=1&query=46.371474,6.495139",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/1-maison/t6/11010-le-confort-d-une-maison-contemporaine-aux-portes-du-lac-leman/,117.79,,,1.02,,habitavel,
casa,Thonon-les-Bains,"15 Avenue de Ripaille, 74200 Thonon-les-Bains",100.0,1126.0,5.0,"https://www.google.com/maps/search/?api=1&query=46.383654,6.501247",Leman Property Thonon,https://www.leman-property.com/vente/maison/thonon-les-bains/thonon-les-bains-pieds-dans-leau-ponton-prive-et-bouee-a-bateau/,100.0,,,0.0,,habitavel,
apartamento,Thonon-les-Bains,"54 Grande Rue, 74200 Thonon-les-Bains",100.0,146.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.372873,6.478924",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/2-appartement/t4/10465-a-vendre-au-centre-ville-de-thonon-les-bains-grand-appartement-avec-balcon/,100.65,,,0.65,,habitavel,
apartamento,Évian-les-Bains,"19 Avenue Des Tours, 74500 Évian-les-Bains",128.0,1995.0,6.0,"https://www.google.com/maps/search/?api=1&query=46.392872,6.590218",Cabinet Greneche,https://grenecheimmo.fr/fr/propriete/vente+appartement+evian-les-bains+spacieux-t2-evian+86760575,126.0,,,1.56,,habitavel,
apartamento,Évian-les-Bains,"31 Rue Nationale, 74500 Évian-les-Bains",95.0,331.0,6.0,"https://www.google.com/maps/search/?api=1&query=46.400392,6.590886",Cabinet Greneche,https://grenecheimmo.fr/fr/propriete/vente+appartement+evian-les-bains+t3-evian-centre-ville+86400014,95.0,,,0.0,,habitavel,
apartamento,Évian-les-Bains,"31 Rue Nationale, 74500 Évian-les-Bains",95.0,331.0,6.0,"https://www.google.com/maps/search/?api=1&query=46.400392,6.590886",Leman Property Évian,https://www.leman-property.com/vente/appartement/evian-les-bains/appartement-t4-rez-de-jardin-evian-les-bains/,96.0,,,1.04,,habitavel,
apartamento,Évian-les-Bains,"42 Rue Nationale, 74500 Évian-les-Bains",95.0,203.0,6.0,"https://www.google.com/maps/search/?api=1&query=46.400443,6.590902",Cabinet Greneche,https://grenecheimmo.fr/fr/propriete/vente+appartement+evian-les-bains+t3-evian-centre-ville+86400014,95.0,,,0.0,,habitavel,
apartamento,Évian-les-Bains,"42 Rue Nationale, 74500 Évian-les-Bains",95.0,203.0,6.0,"https://www.google.com/maps/search/?api=1&query=46.400443,6.590902",Leman Property Évian,https://www.leman-property.com/vente/appartement/evian-les-bains/appartement-t4-rez-de-jardin-evian-les-bains/,96.0,,,1.04,,habitavel,
apartamento,Thonon-les-Bains,"4 Impasse de la Faucille, 74200 Thonon-les-Bains",48.0,827.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.363128,6.475821",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/2-appartement/t2/10517-a-thonon-les-bains-grand-appartement-a-acheter-avec-balcon/,47.8,,,0.42,,habitavel,
apartamento,Thonon-les-Bains,"4 Impasse de la Faucille, 74200 Thonon-les-Bains",48.0,827.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.363128,6.475821",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/2-appartement/t2/9852-appartement-a-vendre-dernier-etage-a-thonon-les-bains/,48.91,,,1.86,,habitavel,
apartamento,Thonon-les-Bains,"4 Impasse de la Faucille, 74200 Thonon-les-Bains",48.0,827.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.363128,6.475821",Leman Property Thonon,https://www.leman-property.com/vente/appartement/thonon-les-bains/appartement-t2-thonon-les-bains/,48.0,,,0.0,,habitavel,
apartamento,Thonon-les-Bains,"4 Avenue de la Grangette, 74200 Thonon-les-Bains",61.0,478.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.363849,6.464401",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+appartement-t3-thonon-centre-ville+85078596,62.0,,3.0,1.61,,habitavel,True
apartamento,Évian-les-Bains,"6 Rue De La Monnaie, 74500 Évian-les-Bains",97.0,134.0,5.0,"https://www.google.com/maps/search/?api=1&query=46.400607,6.587432",Cabinet Greneche,https://grenecheimmo.fr/fr/propriete/vente+appartement+evian-les-bains+t3-evian-centre-ville+86400014,95.0,,,2.06,,habitavel,
apartamento,Évian-les-Bains,"6 Rue De La Monnaie, 74500 Évian-les-Bains",97.0,134.0,5.0,"https://www.google.com/maps/search/?api=1&query=46.400607,6.587432",Leman Property Évian,https://www.leman-property.com/vente/appartement/evian-les-bains/appartement-t4-rez-de-jardin-evian-les-bains/,96.0,,,1.03,,habitavel,
apartamento,Évian-les-Bains,"40 Boulevard De La Detanche, 74500 Évian-les-Bains",90.0,866.0,4.0,"https://www.google.com/maps/search/?api=1&query=46.397699,6.582897",Nestenn Évian,https://immobilier-evian-les-bains.nestenn.com/avant-premiere-residence-alvea-a-evian-les-bains-ref-39323972,89.0,,4.0,1.11,,habitavel,True
apartamento,Évian-les-Bains,"34 Rue De La Touviere, 74500 Évian-les-Bains",90.0,401.0,4.0,"https://www.google.com/maps/search/?api=1&query=46.400734,6.594226",Nestenn Évian,https://immobilier-evian-les-bains.nestenn.com/avant-premiere-residence-alvea-a-evian-les-bains-ref-39323972,89.0,,4.0,1.11,,habitavel,True
apartamento,Thonon-les-Bains,"12 Chemin des Voirons, 74200 Thonon-les-Bains",87.0,495.0,4.0,"https://www.google.com/maps/search/?api=1&query=46.363873,6.466296",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-4-pieces-21989784,87.0,241.0,4.0,0.0,,habitavel,True
apartamento,Thonon-les-Bains,"12 Chemin des Voirons, 74200 Thonon-les-Bains",87.0,495.0,4.0,"https://www.google.com/maps/search/?api=1&query=46.363873,6.466296",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+appartement-t3-thonon-les-bains-concise+87257451,85.92,,4.0,1.24,,habitavel,True
apartamento,Thonon-les-Bains,"12 Chemin des Voirons, 74200 Thonon-les-Bains",87.0,495.0,4.0,"https://www.google.com/maps/search/?api=1&query=46.363873,6.466296",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+appartement-t4-en-attique-residence-neuve+86566650,87.33,,4.0,0.38,,habitavel,True
apartamento,Thonon-les-Bains,"1 Rue Saint-Sébastien, 74200 Thonon-les-Bains",40.0,65.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.371708,6.47967",Leman Property Thonon,https://www.leman-property.com/vente/appartement/thonon-les-bains/thonon-les-bains-t2-duplex-renove-vue-lac/,40.0,,,0.0,,habitavel,
apartamento,Thonon-les-Bains,"24 Avenue d’Evian, 74200 Thonon-les-Bains",53.0,460.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.37668,6.48672",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/2-appartement/t2/10682-rez-jardin-17-54m-au-calme-t2-52m/,52.04,,,1.81,,habitavel,
apartamento,Thonon-les-Bains,"22 Rue du Lac, 74200 Thonon-les-Bains",47.0,189.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.363274,6.448285",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-2-pieces-52196464,48.0,,2.0,2.08,,habitavel,True
apartamento,Thonon-les-Bains,"22 Rue du Lac, 74200 Thonon-les-Bains",47.0,189.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.363274,6.448285",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-2-pieces-52232479,48.0,,2.0,2.08,,habitavel,True
apartamento,Thonon-les-Bains,"22 Rue du Lac, 74200 Thonon-les-Bains",47.0,189.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.363274,6.448285",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/2-appartement/t2/11354-appartement-de-type-2-a-vendre-a-thonon-les-bains/,46.0,,,2.13,,habitavel,
apartamento,Thonon-les-Bains,"22 Rue du Lac, 74200 Thonon-les-Bains",47.0,189.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.363274,6.448285",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/2-appartement/t2/10517-a-thonon-les-bains-grand-appartement-a-acheter-avec-balcon/,47.8,,,1.67,,habitavel,
apartamento,Thonon-les-Bains,"22 Rue du Lac, 74200 Thonon-les-Bains",47.0,189.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.363274,6.448285",Leman Property Thonon,https://www.leman-property.com/vente/appartement/thonon-les-bains/appartement-t2-thonon-les-bains/,48.0,,,2.08,,habitavel,
apartamento,Thonon-les-Bains,"38 Chemin des Tréflons, 74200 Thonon-les-Bains",68.0,705.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.383733,6.491451",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-3-pieces-52232506,68.0,,3.0,0.0,,habitavel,True
apartamento,Thonon-les-Bains,"38 Chemin des Tréflons, 74200 Thonon-les-Bains",68.0,705.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.383733,6.491451",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-3-pieces-52196898,68.0,,3.0,0.0,,habitavel,True
apartamento,Thonon-les-Bains,"38 Chemin des Tréflons, 74200 Thonon-les-Bains",68.0,705.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.383733,6.491451",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/2-appartement/t3/9917-a-thonon-les-bains-appartement-a-acheter-avec-2-chambres/,69.52,,,2.19,,habitavel,
apartamento,Thonon-les-Bains,"38 Chemin des Tréflons, 74200 Thonon-les-Bains",68.0,705.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.383733,6.491451",A&P Immobilier,https://www.immobilierapi.com/vente/1-thonon-les-bains/appartement/t3/864-thonon-les-bains-magnifique-appartement-t3-en-centre-au-calme-a-saisir/,68.0,,3.0,0.0,,habitavel,True
apartamento,Thonon-les-Bains,"38 Chemin des Tréflons, 74200 Thonon-les-Bains",68.0,705.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.383733,6.491451",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+exclusivite-appartement-t3-avec-garage-+86909438,68.98,,3.0,1.42,,habitavel,True
apartamento,Thonon-les-Bains,"38 Chemin des Tréflons, 74200 Thonon-les-Bains",68.0,705.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.383733,6.491451",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-3-pieces-52232515,68.0,,3.0,0.0,,habitavel,True
apartamento,Évian-les-Bains,"3 Chemin De La Guinguette, 74500 Évian-les-Bains",80.0,415.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.399522,6.5886",Leman Property Évian,https://www.leman-property.com/vente/appartement/evian-les-bains/appartement-4-pieces-a-evian-les-bains-charme-et-confort-au-coeur-de-la-ville/,82.0,,,2.44,,habitavel,
apartamento,Évian-les-Bains,"3 Chemin De La Guinguette, 74500 Évian-les-Bains",80.0,415.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.399522,6.5886",Leman Property Évian,https://www.leman-property.com/vente/appartement/evian-les-bains/maison-mitoyenne-80-m2/,81.0,,,1.23,,habitavel,
apartamento,Thonon-les-Bains,"36 Avenue des Vallées, 74200 Thonon-les-Bains",64.0,733.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.37065,6.489544",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-3-pieces-52196857,65.0,,3.0,1.54,,habitavel,True
apartamento,Thonon-les-Bains,"36 Avenue des Vallées, 74200 Thonon-les-Bains",64.0,733.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.37065,6.489544",A&P Immobilier,https://www.immobilierapi.com/vente/1-thonon-les-bains/appartement/t3/894-thonon-les-bains-nouvelle-exclusivite-t3-en-rez-de-jardin-a-decouvrir/,63.0,,3.0,1.56,,habitavel,True
apartamento,Thonon-les-Bains,"36 Avenue des Vallées, 74200 Thonon-les-Bains",64.0,733.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.37065,6.489544",A&P Immobilier,https://www.immobilierapi.com/vente/1-thonon-les-bains/appartement/t3/806-t3-a-fort-potentiel-thonon-les-bains-parking-et-cave-thonon-ouest/,63.6,,3.0,0.62,,habitavel,True
apartamento,Thonon-les-Bains,"36 Avenue des Vallées, 74200 Thonon-les-Bains",64.0,733.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.37065,6.489544",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+exclusivite-t3-en-rez-de-jardin-avec-garage+87300076,65.42,,3.0,2.17,,habitavel,True
apartamento,Thonon-les-Bains,"36 Avenue des Vallées, 74200 Thonon-les-Bains",64.0,733.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.37065,6.489544",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+exclusivite-t3-en-duplex+87254132,65.0,,3.0,1.54,,habitavel,True
apartamento,Thonon-les-Bains,"36 Avenue des Vallées, 74200 Thonon-les-Bains",64.0,733.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.37065,6.489544",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+exclusivite-appartement-type-3-avec-garage+84395461,65.0,,3.0,1.54,,habitavel,True
apartamento,Thonon-les-Bains,"30 Avenue des Romains, 74200 Thonon-les-Bains",67.0,500.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.374443,6.491121",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-3-pieces-52232506,68.0,,3.0,1.47,,habitavel,True
apartamento,Thonon-les-Bains,"30 Avenue des Romains, 74200 Thonon-les-Bains",67.0,500.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.374443,6.491121",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-3-pieces-52196898,68.0,,3.0,1.47,,habitavel,True
apartamento,Thonon-les-Bains,"30 Avenue des Romains, 74200 Thonon-les-Bains",67.0,500.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.374443,6.491121",A&P Immobilier,https://www.immobilierapi.com/vente/1-thonon-les-bains/appartement/t3/864-thonon-les-bains-magnifique-appartement-t3-en-centre-au-calme-a-saisir/,68.0,,3.0,1.47,,habitavel,True
apartamento,Thonon-les-Bains,"30 Avenue des Romains, 74200 Thonon-les-Bains",67.0,500.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.374443,6.491121",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+exclusivite-t3-en-rez-de-jardin-avec-garage+87300076,65.42,,3.0,2.36,,habitavel,True
apartamento,Thonon-les-Bains,"30 Avenue des Romains, 74200 Thonon-les-Bains",67.0,500.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.374443,6.491121",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+appartement-de-type-3-a-thonon-les-bains+85757383,66.0,,3.0,1.49,,habitavel,True
apartamento,Thonon-les-Bains,"30 Avenue des Romains, 74200 Thonon-les-Bains",67.0,500.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.374443,6.491121",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-3-pieces-52232515,68.0,,3.0,1.47,,habitavel,True
apartamento,Thonon-les-Bains,"6 Impasse du Bastion, 74200 Thonon-les-Bains",130.0,79.0,4.0,"https://www.google.com/maps/search/?api=1&query=46.370591,6.477056",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+evian-les-bains+centre-evian-les-bains-t4-attique-vue-lac+86118475,132.92,,4.0,2.2,,habitavel,True
apartamento,Thonon-les-Bains,"9 Impasse du Bastion, 74200 Thonon-les-Bains",130.0,1324.0,4.0,"https://www.google.com/maps/search/?api=1&query=46.370652,6.476858",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+evian-les-bains+centre-evian-les-bains-t4-attique-vue-lac+86118475,132.92,,4.0,2.2,,habitavel,True
apartamento,Thonon-les-Bains,"33 Rue des Alpes, 74200 Thonon-les-Bains",50.0,1530.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.364518,6.474555",Leman Property Thonon,https://www.leman-property.com/vente/appartement/thonon-les-bains/appartement-t3-coup-de-coeur/,50.0,,,0.0,,habitavel,
apartamento,Thonon-les-Bains,"33 Rue des Alpes, 74200 Thonon-les-Bains",50.0,1530.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.364518,6.474555",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/2-appartement/t2/11274-appartement-t2-51-15m/,51.15,,,2.25,,habitavel,
apartamento,Thonon-les-Bains,"33 Rue des Alpes, 74200 Thonon-les-Bains",50.0,1530.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.364518,6.474555",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/2-appartement/t2/9852-appartement-a-vendre-dernier-etage-a-thonon-les-bains/,48.91,,,2.18,,habitavel,
apartamento,Thonon-les-Bains,"23 Avenue des Vallées, 74200 Thonon-les-Bains",64.0,609.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.370505,6.489501",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-3-pieces-52196857,65.0,,3.0,1.54,,habitavel,True
apartamento,Thonon-les-Bains,"23 Avenue des Vallées, 74200 Thonon-les-Bains",64.0,609.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.370505,6.489501",A&P Immobilier,https://www.immobilierapi.com/vente/1-thonon-les-bains/appartement/t3/894-thonon-les-bains-nouvelle-exclusivite-t3-en-rez-de-jardin-a-decouvrir/,63.0,,3.0,1.56,,habitavel,True
apartamento,Thonon-les-Bains,"23 Avenue des Vallées, 74200 Thonon-les-Bains",64.0,609.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.370505,6.489501",A&P Immobilier,https://www.immobilierapi.com/vente/1-thonon-les-bains/appartement/t3/806-t3-a-fort-potentiel-thonon-les-bains-parking-et-cave-thonon-ouest/,63.6,,3.0,0.62,,habitavel,True
apartamento,Thonon-les-Bains,"23 Avenue des Vallées, 74200 Thonon-les-Bains",64.0,609.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.370505,6.489501",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+exclusivite-t3-en-rez-de-jardin-avec-garage+87300076,65.42,,3.0,2.17,,habitavel,True
apartamento,Thonon-les-Bains,"23 Avenue des Vallées, 74200 Thonon-les-Bains",64.0,609.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.370505,6.489501",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+exclusivite-t3-en-duplex+87254132,65.0,,3.0,1.54,,habitavel,True
apartamento,Thonon-les-Bains,"23 Avenue des Vallées, 74200 Thonon-les-Bains",64.0,609.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.370505,6.489501",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+exclusivite-appartement-type-3-avec-garage+84395461,65.0,,3.0,1.54,,habitavel,True
apartamento,Thonon-les-Bains,"44 Avenue Jules Ferry, 74200 Thonon-les-Bains",62.0,720.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.376522,6.488924",A&P Immobilier,https://www.immobilierapi.com/vente/1-thonon-les-bains/appartement/t3/894-thonon-les-bains-nouvelle-exclusivite-t3-en-rez-de-jardin-a-decouvrir/,63.0,,3.0,1.59,,habitavel,True
apartamento,Thonon-les-Bains,"44 Avenue Jules Ferry, 74200 Thonon-les-Bains",62.0,720.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.376522,6.488924",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+appartement-t3-thonon-centre-ville+85078596,62.0,,3.0,0.0,,habitavel,True
apartamento,Thonon-les-Bains,"15 Avenue des Jardins, 74200 Thonon-les-Bains",100.0,745.0,5.0,"https://www.google.com/maps/search/?api=1&query=46.366408,6.485194",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/2-appartement/t4/10465-a-vendre-au-centre-ville-de-thonon-les-bains-grand-appartement-avec-balcon/,100.65,,,0.65,,habitavel,
apartamento,Thonon-les-Bains,"31 Chemin des Tissottes, 74200 Thonon-les-Bains",76.0,1403.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.370179,6.49955",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-3-pieces-52703873,75.0,,3.0,1.32,,habitavel,True
apartamento,Thonon-les-Bains,"31 Chemin des Tissottes, 74200 Thonon-les-Bains",76.0,1403.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.370179,6.49955",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-3-pieces-52584814,76.0,,3.0,0.0,,habitavel,True
apartamento,Thonon-les-Bains,"31 Chemin des Tissottes, 74200 Thonon-les-Bains",76.0,1403.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.370179,6.49955",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-3-pieces-52402655,75.0,,3.0,1.32,,habitavel,True
apartamento,Thonon-les-Bains,"2 Chemin de la Vionnaz, 74200 Thonon-les-Bains",43.0,194.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.36202,6.482889",Leman Property Thonon,https://www.leman-property.com/vente/appartement/thonon-les-bains/en-exclusivite-t2-rez-de-jardin-thonon-st-disdille/,44.0,,,2.27,,habitavel,
apartamento,Thonon-les-Bains,"2 Chemin de la Vionnaz, 74200 Thonon-les-Bains",43.0,194.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.36202,6.482889",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+exclusivite-t2-centre-ville-thonon-les-bains+86925991,43.6,,2.0,1.38,,habitavel,True
